10;MODELO;PESPONTO;PESP.;COLADEIRA;COLADEIRA;;;;;;;;;;;;;;COSTURA;TRISSE;;;
;62402;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;62422;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;62474;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;62631;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;62637;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;640D53;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;640D54;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;640D54GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;641D56;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;641D56GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;642A180GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;642A181;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;642A181GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;642D47;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;642D47GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;642D48;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;650D29;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;4,4147;0;;;
;650D30;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;4,4147;0;;;
;650D31GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;4,4147;0;;;
;650D32-BO;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;650D33GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;4,4147;0;;;
;650D34;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;4,4147;0;;;
;650D34GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;4,4147;0;;;
;65240;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;65241;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;65265;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;66240;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;66242;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;680A179;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A182;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A222;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,0629;;;
;680A223;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A266;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;680A304;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,0609;;;
;680A407;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A408;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,2849;;;
;680A409;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;680A456;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,0629;;;
;680A535;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,7916;;;
;680A536;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,5579;;;
;680A579;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A588;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,943;;;
;680A588-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,943;;;
;680A588-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A588-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A588-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A589;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A589-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A589-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A589-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A589-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A589-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A618;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;680A619;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;680A782;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,5579;;;
;680A783;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3791;;;
;680A784;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,6503;;;
;680A865;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A865-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A865-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A865-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A866;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A866-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A866-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A866-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A866-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680A866-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680D35;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,448;;;
;680D36;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680D37;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680D39;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680D40;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680D41;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6129;;;
;680D43;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680D44;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680D46;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680D55;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;680D63;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;70240;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;70241;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;710A333;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5324;;;
;710A483;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;710A484;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;710A485;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,051;;;
;710A486;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;710A720;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,943;;;
;710A721;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5324;;;
;710A722;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;710A723;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5324;;;
;710D77;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;710D78;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;710D80;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;710D81;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,1178;;;
;710D98;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711A331;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,4863;;;
;711A487;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711A488;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711A489;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,2985;;;
;711A490;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711A603;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711A715;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711A716;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711A717;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711A718;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;3,4655;;;
;711A719;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711B212;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711B213;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711D83;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,1552;;;
;711D84;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,0373;;;
;711D85;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711D86;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711D87;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;711D90;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;720A188;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,7464;;;
;720D92-BO;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;730A124;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;730A125;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;730A165;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;730A166;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;730A169;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;730A170;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;730A561;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;730A564;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A124;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A125;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A125-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A125-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A169;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A169-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A169-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A169-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A561;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;731A564;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;750A132-BO;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;770B230;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;770B231;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;770B232;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A109;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,886;;;
;780A111;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,7092;;;
;780A112;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A114;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,0038;;;
;780A115;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,0038;;;
;780A123;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A167;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,3146;;;
;780A183;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A222;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A273;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,7464;;;
;780A328;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A384;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,5579;;;
;780A398;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;3,8427;;;
;780A447;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,7465;0;;;
;780A448;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A454;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A456;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;780A529;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A530;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A536;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;780A588;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A589;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A591;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A618;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;780A619;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;780A620;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;780A621;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A785;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;780A786;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;780A787;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A865;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A865-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A865-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A865-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A865-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A865-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A866;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A866-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A866-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A866-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A866-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780A866-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;780D35;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;780D39;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800A100;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,4832;;;
;800A100GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,4832;;;
;800A100GIGPIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A100PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A101;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,4832;;;
;800A102;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A102GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A103;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;800A103GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;800A105;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;800A105GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;800A105PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A106;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;800A107;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A107-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A107GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A107GIGPIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A107PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A125;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A172;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A172GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A173;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A173GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A209;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A209GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A211;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,4833;;;
;800A323;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,0962;;;
;800A323GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A324;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,8251;;;
;800A324GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A325;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;800A325GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;800A326;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,6503;;;
;800A326GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,6503;;;
;800A404;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A404GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A405;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A405GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A531;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,2985;;;
;800A531GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A532;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A532GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A533;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,7916;;;
;800A533GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A534;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,5579;;;
;800A534GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,5579;;;
;800A624;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A652;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A652GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A653;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5913;;;
;800A653GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A699;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A818;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A818GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A818PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A819;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A820;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A820GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A834;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A835;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A836;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A870;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A870GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A871;3,52;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,5658;;;
;800A871GIG;3,52;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800A973;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800B190;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800B190GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800B195;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800B195GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B197;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B197GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B198;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,3536;;;
;800B198GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B204;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B204GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B205;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,3536;;;
;800B205GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,3536;;;
;800B223;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800B223GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800B258;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B258GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B259;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B429;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B430;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;800B451;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800B451GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;800B579;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A100;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A100-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,4832;;;
;801A100-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,4832;;;
;801A102-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A102-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A103;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A104;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A105;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A105-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A105-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;801A105-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;801A107;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A107-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A107-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A107-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A107-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A107-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A125;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A172;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A172-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A172-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A172-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A172-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A173;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A173-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A173-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A173-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A173-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A173-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A173-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A173GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A209;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A324;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A324-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,8251;;;
;801A325;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A325-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;801A325-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A325-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A325-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;801A326;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A326-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,6503;;;
;801A326-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A326-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,6503;;;
;801A532;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A532-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A532-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A534;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A534-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,5579;;;
;801A534-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A534-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A652;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A652-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A652-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A652-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A652-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A653;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;801A653-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
